transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_pct,total_value,payment_method,channel
TXN0005962,2023-10-09,CUST01299,PROD0431,,2,74.97,0.0,149.94,Cash,Online
TXN0005963,2023-01-24,CUST01864,PROD0031,,5,452.39,0.0,2261.95,Card,Online
TXN0005964,2023-12-10,CUST01867,PROD0233,STR011,3,9.67,0.0,29.01,Card,In-Store
TXN0005965,2023-02-24,CUST00820,PROD0253,STR005,4,23.58,0.21,74.51,Card,In-Store
TXN0005966,2022-07-27,CUST01739,PROD0354,STR009,4,135.78,0.0,543.12,Cash,In-Store
TXN0005967,2022-08-05,CUST01784,PROD0224,STR016,1,3.96,0.0,3.96,Cash,In-Store
TXN0005968,2023-04-22,CUST01048,PROD0075,STR043,5,244.06,0.0,1220.3,Voucher,In-Store
TXN0005969,2022-11-08,CUST00151,PROD0438,STR044,4,69.83,0.25,209.49,Card,In-Store
TXN0005970,2022-03-01,CUST01982,PROD0402,,5,152.93,0.24,581.13,Card,Online
TXN0005971,2022-03-16,CUST00357,PROD0266,STR017,1,79.71,0.22,62.17,Cash,In-Store
TXN0005972,2023-03-16,,PROD0459,,2,35.4,0.0,70.8,Cash,Online
TXN0005973,2023-09-14,CUST00300,PROD0230,,5,14.43,0.0,72.15,Card,Online
TXN0005974,2023-05-13,CUST01729,PROD0078,STR016,1,868.5,0.0,868.5,Card,In-Store
TXN0005975,2022-03-11,CUST00104,PROD0320,STR025,4,9.15,0.0,36.6,Online,In-Store
TXN0005976,2022-06-27,CUST00971,PROD0247,STR020,3,12.52,0.0,37.56,Card,In-Store
TXN0005977,2023-11-22,CUST00787,PROD0164,STR036,1,135.79,0.0,135.79,Card,In-Store
TXN0005978,2022-02-07,CUST01436,PROD0464,STR032,1,39.27,0.29,27.88,Online,In-Store
TXN0005979,2023-11-24,,PROD0288,STR032,5,74.22,0.26,274.61,Card,In-Store
TXN0005980,2023-06-02,CUST01840,PROD0314,,1,26.16,0.0,26.16,Card,Online
TXN0005981,2023-04-05,CUST01243,PROD0331,STR047,4,62.87,0.07,233.88,Cash,In-Store
TXN0005982,2023-05-24,CUST94271,PROD0170,STR034,5,15.43,0.0,77.15,Online,In-Store
TXN0005983,2022-11-07,CUST00214,PROD0463,STR030,4,44.46,0.2,142.27,Card,In-Store
TXN0005984,2023-10-31,CUST00842,PROD0193,STR040,4,2.86,0.0,11.44,Card,In-Store
TXN0005985,2023-12-07,CUST00454,PROD0164,,1,135.79,0.0,135.79,Card,Online
TXN0005986,2023-06-25,CUST01620,PROD0413,STR044,1,98.86,0.13,86.01,Card,In-Store
TXN0005987,2022-06-06,CUST01061,PROD0283,STR022,1,38.2,0.0,38.2,Card,In-Store
TXN0005988,2022-06-16,CUST00831,PROD0326,STR029,4,47.24,0.0,188.96,Voucher,In-Store
TXN0005989,2023-07-22,,PROD0230,,5,14.43,0.0,72.15,Online,Online
TXN0005990,2022-06-01,CUST00738,PROD0460,STR040,5,76.17,0.0,380.85,Online,In-Store
TXN0005991,2023-11-22,,PROD0308,STR021,4,84.11,0.0,336.44,Card,In-Store
TXN0005992,2022-03-29,CUST00335,PROD0206,STR026,3,12.4,0.0,37.2,Card,In-Store
TXN0005993,2022-09-01,CUST00229,PROD0166,,3,14.02,0.0,42.06,Voucher,Online
TXN0005994,2023-11-21,CUST01981,PROD0385,STR023,1,50.05,0.0,50.05,Cash,In-Store
TXN0005995,2023-10-17,CUST01120,PROD0054,,2,1299.29,0.0,2598.58,Cash,Online
TXN0005996,2023-07-07,CUST00959,PROD0018,STR016,1,168.48,0.0,168.48,Cash,In-Store
TXN0005997,2022-09-07,CUST92493,PROD0217,,5,25.11,0.0,125.55,Card,Online
TXN0005998,2022-06-22,CUST00452,PROD0425,STR013,1,47.15,0.0,47.15,Card,In-Store
TXN0005999,2023-03-06,CUST00816,PROD0279,STR012,-1,87.16,0.0,-87.16,Voucher,In-Store
TXN0006000,2022-02-02,CUST00241,PROD0011,STR006,5,821.93,0.0,4109.65,Card,In-Store
TXN0006001,2022-02-23,,PROD0339,STR024,3,140.69,0.0,422.07,Voucher,In-Store
TXN0006002,2023-07-11,CUST00767,PROD0231,STR004,5,15.75,0.0,78.75,Card,In-Store
TXN0006003,2022-05-28,CUST01056,PROD0116,STR013,2,89.34,0.0,178.68,Voucher,In-Store
TXN0006004,2022-08-04,CUST00578,PROD0090,STR013,1,35.66,0.0,35.66,Voucher,In-Store
TXN0006005,2023-10-14,CUST00300,PROD0468,,2,17.81,0.0,35.62,Cash,Online
TXN0006006,2023-05-19,CUST01981,PROD0458,,4,41.96,0.0,167.84,Card,Online
TXN0006007,2022-11-02,CUST00126,PROD0255,STR033,-1,84.29,0.0,-84.29,Card,In-Store
TXN0006008,2023-10-18,CUST01560,PROD0370,STR036,-1,163.12,0.0,-163.12,Card,In-Store
TXN0006009,2022-12-07,CUST01218,PROD0149,STR050,2,72.92,0.0,145.84,Card,In-Store
TXN0006010,2022-03-13,CUST01634,PROD0348,STR003,1,41.27,0.0,41.27,Cash,In-Store
TXN0006011,2023-02-06,,PROD0109,STR027,4,67.57,0.11,240.55,Voucher,In-Store
TXN0006012,2023-01-19,CUST01961,PROD0050,STR047,1,380.84,0.0,380.84,Card,In-Store
TXN0006013,2022-12-29,CUST00988,PROD0231,STR023,2,15.75,0.12,27.72,Voucher,In-Store
TXN0006014,2022-05-09,CUST00968,PROD0414,,4,60.26,0.08,221.76,Online,Online
TXN0006015,2023-09-16,CUST01239,PROD0067,STR002,4,161.37,0.0,645.48,Card,In-Store
TXN0006016,2023-08-25,,PROD0367,STR005,4,142.5,0.11,507.3,Voucher,In-Store
TXN0006017,2023-12-01,CUST01468,PROD0295,STR036,5,12.07,0.0,60.35,Card,In-Store
TXN0006018,2022-12-30,,PROD0346,STR029,5,59.61,0.0,298.05,Card,In-Store
TXN0006019,2022-08-16,CUST00683,PROD0083,STR020,5,685.46,0.19,2776.11,Voucher,In-Store
TXN0006020,2022-07-28,CUST00252,PROD0112,STR015,2,57.4,0.0,114.8,Card,In-Store
TXN0006021,2022-06-19,CUST00815,PROD0319,STR049,3,58.97,0.0,176.91,Online,In-Store
TXN0006022,2022-12-13,CUST00628,PROD0252,,-1,21.44,0.26,-15.87,Cash,Online
TXN0006023,2022-11-30,CUST00029,PROD0183,,4,23.09,0.0,92.36,Cash,Online
TXN0006024,2022-08-17,CUST90786,PROD0418,STR019,1,45.5,0.0,45.5,Card,In-Store
TXN0006025,2022-12-12,,PROD0316,STR016,4,8.41,0.0,33.64,Card,In-Store
TXN0006026,2023-01-27,CUST01001,PROD0392,STR021,2,29.55,0.0,59.1,Card,In-Store
TXN0006027,2023-05-13,CUST00388,PROD0395,,3,93.97,0.0,281.91,Card,Online
TXN0006028,2022-08-25,,PROD0498,STR020,4,22.97,0.0,91.88,Card,In-Store
TXN0006029,2022-11-01,CUST01265,PROD0015,STR031,1,1260.9,0.2,1008.72,Cash,In-Store
TXN0006030,2023-12-29,CUST00768,PROD0369,STR017,4,194.24,0.0,776.96,Card,In-Store
TXN0006031,2022-01-13,CUST01503,PROD0406,STR050,5,148.69,0.0,743.45,Cash,In-Store
TXN0006032,2023-05-29,,PROD0005,STR010,2,1068.11,0.0,2136.22,Card,In-Store
TXN0006033,2022-10-21,CUST00381,PROD0329,STR045,1,32.59,0.0,32.59,Card,In-Store
TXN0006034,2022-12-27,CUST00555,PROD0208,STR003,3,19.73,0.0,59.19,Online,In-Store
TXN0006035,2023-04-20,CUST01145,PROD0008,STR047,2,1095.66,0.11,1950.27,Card,In-Store
TXN0006036,2023-09-25,CUST00186,PROD0136,STR027,1,79.95,0.0,79.95,Online,In-Store
TXN0006037,2022-03-13,CUST00600,PROD0117,STR046,3,25.53,0.22,59.74,Card,In-Store
TXN0006038,2022-07-08,CUST01846,PROD0490,STR024,4,15.4,0.25,46.2,Cash,In-Store
TXN0006039,2022-12-13,CUST01215,PROD0436,,1,30.03,0.0,30.03,Online,Online
TXN0006040,2023-11-30,CUST01140,PROD0096,STR039,-1,102.11,0.0,-102.11,Card,In-Store
TXN0006041,2022-08-18,CUST01191,PROD0162,STR033,2,54.71,0.0,109.42,Voucher,In-Store
TXN0006042,2022-01-03,CUST01580,PROD0217,STR005,4,25.11,0.21,79.35,Card,In-Store
TXN0006043,2023-10-16,,PROD0028,STR049,1,801.16,0.29,568.82,Online,In-Store
TXN0006044,2022-02-24,CUST01626,PROD0457,,2,11.62,0.0,23.24,Voucher,Online
TXN0006045,2023-06-07,CUST01232,PROD0480,STR007,1,38.97,0.0,38.97,Online,In-Store
TXN0006046,2022-11-15,CUST00715,PROD0199,STR012,3,5.06,0.0,15.18,Online,In-Store
TXN0006047,2023-02-26,CUST00743,PROD0489,STR016,1,5.72,0.0,5.72,Card,In-Store
TXN0006048,2023-05-01,CUST01687,PROD0365,STR010,2,192.24,0.0,384.48,Online,In-Store
TXN0006049,2022-05-27,CUST01520,PROD0109,STR047,5,67.57,0.0,337.85,Voucher,In-Store
TXN0006050,2023-07-24,CUST01432,PROD0204,STR042,2,2.67,0.0,5.34,Voucher,In-Store
TXN0006051,2023-04-01,CUST01972,PROD0474,STR050,1,29.15,0.0,29.15,Card,In-Store
TXN0006052,2023-06-16,CUST01960,PROD0460,STR028,1,76.17,0.0,76.17,Card,In-Store
TXN0006053,2022-09-25,CUST00868,PROD0487,STR050,4,60.74,0.15,206.52,Online,In-Store
TXN0006054,2022-04-23,CUST01635,PROD0120,STR047,4,72.84,0.0,291.36,Card,In-Store
TXN0006055,2023-12-02,,PROD0358,STR046,2,22.25,0.0,44.5,Online,In-Store
TXN0006056,2022-11-26,CUST01008,PROD0364,STR018,5,174.58,0.0,872.9,Cash,In-Store
TXN0006057,2022-10-14,CUST00299,PROD0176,,5,22.47,0.0,112.35,Voucher,Online
TXN0006058,2022-03-27,CUST01046,PROD0139,STR010,2,61.19,0.0,122.38,Card,In-Store
TXN0006059,2023-12-03,CUST00232,PROD0129,STR010,2,37.61,0.0,75.22,Voucher,In-Store
TXN0006060,2023-01-27,CUST00246,PROD0485,STR003,5,50.03,0.22,195.12,Card,In-Store
TXN0006061,2023-01-04,CUST00769,PROD0304,STR043,3,87.88,0.0,263.64,Card,In-Store
TXN0006062,2022-06-05,CUST01718,PROD0265,STR009,2,42.02,0.17,69.75,Voucher,In-Store
TXN0006063,2023-10-27,CUST01621,PROD0039,STR019,3,926.99,0.0,2780.97,Card,In-Store
TXN0006064,2023-05-20,CUST00929,PROD0453,STR020,1,67.95,0.0,67.95,Card,In-Store
TXN0006065,2023-11-01,CUST00327,PROD0235,STR010,5,4.49,0.0,22.45,Card,In-Store
TXN0006066,2023-04-14,CUST00099,PROD0031,STR040,1,452.39,0.24,343.82,Card,In-Store
TXN0006067,2023-05-08,CUST00142,PROD0088,STR002,1,125.29,0.0,125.29,Online,In-Store
TXN0006068,2022-10-05,CUST95143,PROD0101,,1,73.69,0.3,51.58,Card,Online
TXN0006069,2022-07-07,CUST01732,PROD0177,,4,29.23,0.0,116.92,Card,Online
TXN0006070,2022-10-07,CUST01328,PROD0343,STR002,4,176.19,0.0,704.76,Card,In-Store
TXN0006071,2022-01-06,CUST01999,PROD0393,STR023,4,30.58,0.0,122.32,Online,In-Store
TXN0006072,2022-06-24,CUST00302,PROD0287,STR031,1,24.47,0.0,24.47,Cash,In-Store
TXN0006073,2023-12-26,CUST00482,PROD0180,,3,12.18,0.09,33.25,Card,Online
TXN0006074,2022-02-23,CUST00839,PROD0224,STR034,3,3.96,0.0,11.88,Online,In-Store
TXN0006075,2023-11-03,CUST00075,PROD0291,STR039,1,13.44,0.0,13.44,Voucher,In-Store
TXN0006076,2022-08-03,,PROD0116,,4,89.34,0.0,357.36,Voucher,Online
TXN0006077,2022-01-02,CUST01158,PROD0083,STR050,5,685.46,0.0,3427.3,Online,In-Store
TXN0006078,2022-08-03,CUST00356,PROD0389,STR029,1,199.11,0.0,199.11,Card,In-Store
TXN0006079,2023-01-28,CUST01697,PROD0300,,2,88.94,0.0,177.88,Card,Online
TXN0006080,2022-10-15,CUST01088,PROD0020,STR007,5,876.49,0.0,4382.45,Card,In-Store
TXN0006081,2022-09-07,CUST00742,PROD0391,STR021,5,178.93,0.0,894.65,Voucher,In-Store
TXN0006082,2022-12-13,CUST01571,PROD0117,STR004,4,25.53,0.0,102.12,Card,In-Store
TXN0006083,2023-05-06,CUST00856,PROD0317,,5,5.23,0.0,26.15,Card,Online
TXN0006084,2022-02-24,CUST01442,PROD0006,,4,975.79,0.25,2927.37,Card,Online
TXN0006085,2022-09-19,CUST01777,PROD0003,STR008,3,1220.37,0.0,3661.11,Card,In-Store
TXN0006086,2022-09-05,CUST00219,PROD0439,STR004,2,55.71,0.08,102.51,Card,In-Store
TXN0006087,2023-09-10,CUST01430,PROD0370,,5,163.12,0.0,815.6,Online,Online
TXN0006088,2023-06-08,CUST00901,PROD0431,STR040,5,74.97,0.0,374.85,Card,In-Store
TXN0006089,2023-02-05,,PROD0309,STR008,1,13.01,0.0,13.01,Cash,In-Store
TXN0006090,2022-08-28,CUST00680,PROD0267,STR044,2,18.52,0.14,31.85,Card,In-Store
TXN0006091,2022-11-21,CUST00541,PROD0167,STR003,4,28.12,0.0,112.48,Card,In-Store
TXN0006092,2022-01-29,CUST01820,PROD0334,STR041,1,41.73,0.15,35.47,Card,In-Store
TXN0006093,2023-01-04,CUST01906,PROD0444,STR047,4,49.51,0.0,198.04,Online,In-Store
TXN0006094,2023-04-28,CUST93282,PROD0063,STR017,2,797.16,0.0,1594.32,Card,In-Store
TXN0006095,2022-05-15,CUST01751,PROD0001,STR009,1,286.05,0.0,286.05,Online,In-Store
TXN0006096,2023-01-20,CUST00993,PROD0182,STR038,4,17.17,0.0,68.68,Voucher,In-Store
TXN0006097,2022-01-19,CUST00034,PROD0221,STR032,1,29.05,0.18,23.82,Voucher,In-Store
TXN0006098,2022-11-02,,PROD0332,STR035,1,83.04,0.0,83.04,Cash,In-Store
TXN0006099,2022-03-13,CUST00780,PROD0181,STR035,-1,22.58,0.0,-22.58,Online,In-Store
TXN0006100,2022-11-25,CUST01129,PROD0335,STR022,5,26.84,0.0,134.2,Card,In-Store
TXN0006101,2023-03-29,CUST00402,PROD0485,STR029,5,50.03,0.0,250.15,Voucher,In-Store
TXN0006102,2022-07-22,CUST01575,PROD0096,STR008,3,102.11,0.0,306.33,Voucher,In-Store
TXN0006103,2023-11-15,CUST01668,PROD0387,STR017,2,18.75,0.0,37.5,Online,In-Store
TXN0006104,2022-07-14,CUST00088,PROD0388,STR012,4,166.22,0.0,664.88,Voucher,In-Store
TXN0006105,2023-11-23,CUST00327,PROD0364,STR037,1,174.58,0.0,174.58,Online,In-Store
TXN0006106,2022-10-25,CUST01273,PROD0121,STR024,2,132.08,0.0,264.16,Card,In-Store
TXN0006107,2023-10-27,CUST01651,PROD0094,STR011,3,39.45,0.0,118.35,Card,In-Store
TXN0006108,2022-05-26,CUST00423,PROD0300,STR041,2,88.94,0.0,177.88,Card,In-Store
TXN0006109,2022-06-07,CUST00163,PROD0276,STR007,4,32.19,0.0,128.76,Cash,In-Store
TXN0006110,2022-12-11,CUST01891,PROD0040,STR023,2,684.77,0.24,1040.85,Card,In-Store
TXN0006111,2022-03-28,CUST00075,PROD0408,,3,13.69,0.13,35.73,Card,Online
TXN0006112,2023-06-01,CUST00856,PROD0268,STR021,5,50.92,0.0,254.6,Cash,In-Store
TXN0006113,2023-09-13,CUST01454,PROD0251,STR001,3,55.84,0.3,117.26,Card,In-Store
TXN0006114,2022-06-11,CUST00974,PROD0390,STR008,3,118.81,0.0,356.43,Card,In-Store
TXN0006115,2022-08-11,CUST00499,PROD0405,STR021,5,96.09,0.0,480.45,Cash,In-Store
TXN0006116,2022-01-15,CUST00834,PROD0242,STR040,1,5.77,0.0,5.77,Card,In-Store
TXN0006117,2022-08-14,CUST01980,PROD0461,STR012,1,67.55,0.0,67.55,Card,In-Store
TXN0006118,2022-10-17,CUST01127,PROD0368,,5,140.76,0.0,703.8,Online,Online
TXN0006119,2023-08-17,CUST01186,PROD0437,STR035,1,26.35,0.06,24.77,Cash,In-Store
TXN0006120,2022-12-17,CUST00449,PROD0476,STR030,5,64.28,0.0,321.4,Card,In-Store
TXN0006121,2022-07-03,CUST01418,PROD0081,STR016,1,1089.06,0.0,1089.06,Card,In-Store
TXN0006122,2023-10-18,CUST00393,PROD0120,STR001,2,72.84,0.0,145.68,Voucher,In-Store
TXN0006123,2023-04-17,CUST00938,PROD0279,STR027,3,87.16,0.07,243.18,Online,In-Store
TXN0006124,2023-01-25,CUST00286,PROD0181,,5,22.58,0.0,112.9,Card,Online
TXN0006125,2023-02-15,CUST00843,PROD0166,,3,14.02,0.25,31.55,Card,Online
TXN0006126,2023-02-05,,PROD0479,STR002,1,19.34,0.0,19.34,Card,In-Store
TXN0006127,2023-05-09,CUST01225,PROD0309,STR002,5,13.01,0.0,65.05,Voucher,In-Store
TXN0006128,2022-02-02,,PROD0006,STR003,4,975.79,0.0,3903.16,Card,In-Store
TXN0006129,2022-12-08,CUST00729,PROD0239,STR003,3,17.33,0.19,42.11,Cash,In-Store
TXN0006130,2023-02-23,,PROD0452,STR032,1,29.62,0.0,29.62,Voucher,In-Store
TXN0006131,2022-01-20,CUST01316,PROD0215,STR040,4,11.43,0.1,41.15,Online,In-Store
TXN0006132,2022-09-10,CUST00651,PROD0496,STR021,1,69.5,0.25,52.12,Online,In-Store
TXN0006133,2023-12-25,CUST01044,PROD0230,STR044,1,14.43,0.0,14.43,Card,In-Store
TXN0006134,2023-02-10,CUST01154,PROD0312,STR016,4,5.44,0.0,21.76,Online,In-Store
TXN0006135,2022-11-27,CUST01866,PROD0116,,1,89.34,0.0,89.34,Cash,Online
TXN0006136,2023-07-31,CUST01557,PROD0125,,5,62.26,0.0,311.3,Card,Online
TXN0006137,2023-08-29,CUST01296,PROD0144,,-1,49.46,0.0,-49.46,Voucher,Online
TXN0006138,2023-05-22,,PROD0315,STR026,3,21.24,0.07,59.26,Online,In-Store
TXN0006139,2022-07-14,,PROD0098,,2,140.58,0.0,281.16,Online,Online
TXN0006140,2022-07-10,CUST00663,PROD0409,STR033,-1,117.42,0.0,-117.42,Cash,In-Store
TXN0006141,2022-09-14,CUST00614,PROD0294,STR029,4,70.01,0.0,280.04,Cash,In-Store
TXN0006142,2022-05-29,CUST00463,PROD0194,,4,15.72,0.15,53.45,Card,Online
TXN0006143,2022-11-24,,PROD0407,STR021,1,40.83,0.19,33.07,Voucher,In-Store
TXN0006144,2023-08-24,CUST01669,PROD0318,STR012,4,60.07,0.0,240.28,Online,In-Store
TXN0006145,2023-05-26,CUST01548,PROD0391,,-1,178.93,0.14,-153.88,Card,Online
TXN0006146,2022-05-20,CUST00422,PROD0249,STR026,3,9.07,0.0,27.21,Card,In-Store
TXN0006147,2023-05-12,CUST00063,PROD0182,STR043,5,17.17,0.0,85.85,Card,In-Store
TXN0006148,2023-08-12,CUST00601,PROD0026,STR032,4,940.86,0.0,3763.44,Card,In-Store
TXN0006149,2022-02-27,CUST00443,PROD0336,STR028,5,142.22,0.0,711.1,Card,In-Store
TXN0006150,2022-02-28,CUST00052,PROD0433,STR049,1,28.32,0.07,26.34,Card,In-Store
TXN0006151,2022-06-06,CUST01904,PROD0448,,1,62.99,0.0,62.99,Card,Online
TXN0006152,2022-07-10,CUST01148,PROD0059,STR011,4,1276.25,0.0,5105.0,Card,In-Store
TXN0006153,2022-01-30,CUST00400,PROD0231,STR034,4,15.75,0.0,63.0,Card,In-Store
TXN0006154,2023-10-01,CUST00482,PROD0124,STR024,5,103.26,0.0,516.3,Cash,In-Store
TXN0006155,2022-11-23,CUST00662,PROD0476,STR010,-1,64.28,0.1,-57.85,Card,In-Store
TXN0006156,2022-08-07,CUST00992,PROD0409,,-1,117.42,0.08,-108.03,Online,Online
TXN0006157,2022-04-22,CUST01997,PROD0389,STR017,3,199.11,0.0,597.33,Voucher,In-Store
TXN0006158,2023-08-10,,PROD0168,STR031,2,14.98,0.0,29.96,Card,In-Store
TXN0006159,2023-03-18,CUST00209,PROD0006,STR008,-1,975.79,0.0,-975.79,Cash,In-Store
TXN0006160,2022-08-27,,PROD0050,STR048,2,380.84,0.0,761.68,Voucher,In-Store
TXN0006161,2023-04-30,CUST01691,PROD0076,STR005,1,743.07,0.0,743.07,Card,In-Store
TXN0006162,2023-12-08,CUST00108,PROD0258,,4,77.99,0.0,311.96,Voucher,Online
TXN0006163,2023-01-21,CUST01794,PROD0442,STR043,1,23.97,0.0,23.97,Card,In-Store
TXN0006164,2022-06-11,CUST96493,PROD0204,STR047,2,2.67,0.0,5.34,Card,In-Store
TXN0006165,2022-12-07,CUST00296,PROD0340,STR011,4,26.11,0.0,104.44,Online,In-Store
TXN0006166,2022-03-10,CUST00347,PROD0084,,5,109.73,0.0,548.65,Voucher,Online
TXN0006167,2022-01-30,CUST00474,PROD0042,STR032,5,698.7,0.0,3493.5,Card,In-Store
TXN0006168,2023-02-19,CUST01790,PROD0255,STR029,5,84.29,0.07,391.95,Card,In-Store
TXN0006169,2023-05-17,CUST01547,PROD0366,STR007,3,107.46,0.0,322.38,Card,In-Store
TXN0006170,2022-08-08,CUST01201,PROD0486,STR039,4,58.84,0.0,235.36,Card,In-Store
TXN0006171,2022-08-09,CUST00389,PROD0075,,5,244.06,0.0,1220.3,Online,Online
TXN0006172,2023-12-17,CUST01080,PROD0140,STR021,3,76.11,0.16,191.8,Voucher,In-Store
TXN0006173,2022-11-08,CUST01523,PROD0436,,5,30.03,0.13,130.63,Voucher,Online
TXN0006174,2022-09-26,,PROD0183,STR014,4,23.09,0.06,86.82,Online,In-Store
TXN0006175,2022-06-30,CUST00539,PROD0217,STR017,3,25.11,0.0,75.33,Cash,In-Store
TXN0006176,2022-07-19,CUST00497,PROD0231,STR003,1,15.75,0.26,11.65,Online,In-Store
TXN0006177,2022-03-27,CUST01775,PROD0348,STR047,2,41.27,0.19,66.86,Cash,In-Store
TXN0006178,2022-12-22,CUST00645,PROD0045,STR019,5,1185.09,0.0,5925.45,Online,In-Store
TXN0006179,2022-12-03,,PROD0045,STR032,2,1185.09,0.0,2370.18,Card,In-Store
TXN0006180,2023-09-30,CUST01514,PROD0227,STR006,1,17.16,0.0,17.16,Card,In-Store
TXN0006181,2022-05-29,CUST01903,PROD0327,STR047,4,34.0,0.17,112.88,Online,In-Store
TXN0006182,2022-11-18,CUST01599,PROD0070,STR033,5,123.92,0.0,619.6,Card,In-Store
TXN0006183,2023-08-28,CUST01634,PROD0079,STR043,4,219.33,0.0,877.32,Cash,In-Store
TXN0006184,2023-04-07,,PROD0360,STR042,3,146.44,0.0,439.32,Card,In-Store
TXN0006185,2023-02-06,CUST00416,PROD0063,,1,797.16,0.0,797.16,Card,Online
TXN0006186,2022-01-21,CUST01226,PROD0149,STR031,4,72.92,0.0,291.68,Card,In-Store
TXN0006187,2022-05-19,CUST00992,PROD0061,,4,788.82,0.0,3155.28,Card,Online
TXN0006188,2022-02-27,CUST01293,PROD0322,STR008,1,43.62,0.0,43.62,Card,In-Store
TXN0006189,2022-02-23,CUST01779,PROD0426,STR043,4,51.37,0.0,205.48,Voucher,In-Store
TXN0006190,2022-09-20,CUST01386,PROD0034,STR026,4,1165.79,0.0,4663.16,Voucher,In-Store
TXN0006191,2023-06-21,CUST01176,PROD0277,STR018,3,22.82,0.0,68.46,Card,In-Store
TXN0006192,2023-09-24,CUST01733,PROD0383,STR023,5,39.25,0.0,196.25,Voucher,In-Store
TXN0006193,2022-10-27,CUST01703,PROD0162,STR012,1,54.71,0.0,54.71,Card,In-Store
TXN0006194,2022-09-01,CUST01910,PROD0486,STR018,1,58.84,0.0,58.84,Cash,In-Store
TXN0006195,2022-07-06,CUST01517,PROD0046,STR007,1,620.77,0.3,434.54,Cash,In-Store
TXN0006196,2022-11-02,CUST01986,PROD0167,STR045,5,28.12,0.12,123.73,Voucher,In-Store
TXN0006197,2023-01-21,CUST01245,PROD0259,STR016,5,11.79,0.14,50.7,Cash,In-Store
TXN0006198,2023-06-28,,PROD0448,,5,62.99,0.07,292.9,Cash,Online
TXN0006199,2023-02-08,CUST01651,PROD0094,STR021,4,39.45,0.1,142.02,Card,In-Store
TXN0006200,2023-10-05,CUST01060,PROD0132,STR047,1,67.71,0.08,62.29,Voucher,In-Store
TXN0006201,2022-11-16,CUST00515,PROD0240,,1,4.83,0.0,4.83,Card,Online
TXN0006202,2023-10-08,,PROD0099,STR003,2,89.36,0.27,130.47,Voucher,In-Store
TXN0006203,2023-09-20,CUST01924,PROD0404,STR010,2,19.09,0.0,38.18,Online,In-Store
TXN0006204,2022-01-11,CUST01040,PROD0087,STR011,2,89.87,0.0,179.74,Online,In-Store
TXN0006205,2023-03-20,CUST00256,PROD0121,STR034,5,132.08,0.0,660.4,Online,In-Store
TXN0006206,2022-03-14,CUST01785,PROD0202,,5,21.83,0.25,81.86,Card,Online
TXN0006207,2023-12-22,CUST00028,PROD0160,STR008,4,125.19,0.0,500.76,Card,In-Store
TXN0006208,2022-05-21,CUST00820,PROD0165,STR038,5,64.37,0.0,321.85,Card,In-Store
TXN0006209,2023-05-04,CUST01111,PROD0048,STR046,4,551.64,0.0,2206.56,Card,In-Store
TXN0006210,2022-01-23,CUST01855,PROD0268,STR010,3,50.92,0.06,143.59,Cash,In-Store
TXN0006211,2023-05-25,CUST01544,PROD0235,STR044,1,4.49,0.0,4.49,Card,In-Store
TXN0006212,2023-06-25,CUST01381,PROD0255,STR016,5,84.29,0.0,421.45,Card,In-Store
TXN0006213,2022-06-02,CUST00676,PROD0139,,3,61.19,0.0,183.57,Voucher,Online
TXN0006214,2022-04-06,CUST01336,PROD0057,STR044,5,376.86,0.0,1884.3,Online,In-Store
TXN0006215,2023-10-27,CUST00461,PROD0164,STR006,2,135.79,0.0,271.58,Voucher,In-Store
TXN0006216,2023-01-09,CUST01938,PROD0296,STR016,3,18.78,0.0,56.34,Voucher,In-Store
TXN0006217,2023-07-03,CUST00415,PROD0130,STR038,2,35.88,0.0,71.76,Card,In-Store
TXN0006218,2023-01-20,CUST01915,PROD0319,STR015,1,58.97,0.08,54.25,Voucher,In-Store
TXN0006219,2022-08-30,CUST01666,PROD0195,STR034,2,22.27,0.0,44.54,Card,In-Store
TXN0006220,2022-09-23,CUST00228,PROD0328,STR037,2,21.94,0.0,43.88,Voucher,In-Store
TXN0006221,2022-12-19,CUST01126,PROD0021,STR012,5,297.36,0.25,1115.1,Card,In-Store
TXN0006222,2022-03-01,CUST01144,PROD0260,,2,52.47,0.0,104.94,Card,Online
TXN0006223,2023-05-15,CUST01931,PROD0298,,4,59.18,0.0,236.72,Card,Online
TXN0006224,2023-06-13,CUST01283,PROD0180,STR039,4,12.18,0.0,48.72,Online,In-Store
TXN0006225,2022-08-25,CUST01666,PROD0127,STR037,3,27.07,0.0,81.21,Card,In-Store
TXN0006226,2022-05-09,CUST00825,PROD0091,STR018,1,129.76,0.23,99.92,Voucher,In-Store
TXN0006227,2023-01-18,CUST01940,PROD0353,STR044,5,128.1,0.0,640.5,Cash,In-Store
TXN0006228,2022-08-26,CUST00976,PROD0154,STR045,1,97.61,0.0,97.61,Card,In-Store
TXN0006229,2022-01-24,CUST01534,PROD0124,STR040,4,103.26,0.0,413.04,Cash,In-Store
TXN0006230,2023-09-04,CUST01556,PROD0034,,4,1165.79,0.0,4663.16,Online,Online
TXN0006231,2022-08-25,CUST00892,PROD0121,STR006,2,132.08,0.0,264.16,Card,In-Store
TXN0006232,2023-06-21,CUST00715,PROD0054,STR010,1,1299.29,0.0,1299.29,Card,In-Store
TXN0006233,2022-11-09,CUST00213,PROD0266,STR012,1,79.71,0.0,79.71,Cash,In-Store
